best_candidate,best_jaccard,ein,filer_name,filer_state,form990_total_expenses,hospital_facilities_cnt,reason
,0,043398280,THE MERCY HOSPITAL INC,CT,313637089,1,no_match_above_threshold
,0,843196350,U OF L HEALTH - SHELBYVILLE INC,KY,37979925,1,no_match_above_threshold
,0,581581103,UNIVERSITY HEALTH SERVICES INC,GA,499946431,1,no_match_above_threshold
,0,381576680,ASCENSION BRIGHTON CENTER FOR RECOVERY,MO,14658064,1,no_match_above_threshold
,0,582322328,FAYETTE COMMUNITY HOSPITAL INC,GA,536308338,1,no_match_above_threshold
,0,824757260,ST JOSEPH MERCY CHELSEA INC,MI,193829833,1,no_match_above_threshold
,0,362179802,SCHWAB REHABILITATION HOSPITAL AND CARE,IL,47700354,1,no_match_above_threshold
,0,581509251,Baptist Health Care Affiliates inc,MO,0,1,no_match_above_threshold
,0,810286525,STILLWATER HOSPITAL ASSOCIATION,MT,13836535,1,no_match_above_threshold
,0,410853163,Avera Tyler,MN,12739104,1,no_match_above_threshold
,0,820200896,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,241093008,1,no_match_above_threshold
,0,521362793,University of Maryland Medical System Corporation,MD,2149624123,1,no_match_above_threshold
,0,541489410,VCU Health Tappahannock Hospital,VA,67304916,1,no_match_above_threshold
,0,314391798,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER INC,OH,47972935,1,no_match_above_threshold
,0,351107009,Munster Medical Research Foundation Inc,IN,637952531,1,no_match_above_threshold
,0,250965274,BUTLER HEALTHCARE PROVIDERS,PA,361808591,1,no_match_above_threshold
,0,464088182,MYMICHIGAN MEDICAL CENTER WEST BRANCH,MI,75824793,1,no_match_above_threshold
,0,381437919,MYMICHIGAN MEDICAL CENTER ALMA,MI,159426759,1,no_match_above_threshold
,0,383236977,ASPIRUS IRON RIVER HOSPITAL & CLINICS,MI,41025587,1,no_match_above_threshold
,0,851634852,USC VERDUGO HILLS HOSPITAL,CA,191423873,1,no_match_above_threshold
,0,390806429,LANGLADE HOSPITAL - HOTEL DIEU OF,WI,97629613,1,no_match_above_threshold
,0,390807065,ASPIRUS STANLEY HOSPITAL & CLINICS INC,WI,20764733,1,no_match_above_threshold
,0,430715842,GENERAL JOHN J PERSHING MEMORIAL,MO,22542655,1,no_match_above_threshold
